id,description,md5,foxdog,hexdigits,lorem,punctuation,zebra
38,remove all instances of the letter e from the string then replace all spaces with exclamation points in the string then make every other character in the string uppercase then removes all vowels from the string,0035940441a6850b6ca2be45cc1c99ce,Th!qCk!bRWn!fx!jmPs!Vr!!lzY!DG!,0123456789bCdFBCDF,"LRm!Psm!dlr!st!Mt,!CNsCtTR!dpsCNg!lt,!Sd!d!Smd!tMpr!NcddnT!t!lbr!t!dlr!mgN!LQ.!T!NM!d!mnm!vNm,!Qs!nsTrd!xRcttN!lLMc!LBRS!NS!T!lqP!X!!CMmd!CNsQt.!Ds!t!RR!DLR!n!rPrHnDrt!N!VLPtt!vLT!Ss!clLM!DLR!!FGt!nlL!prTR.!XcPtr!snT!cCCT!CPDTT!NN!PrDnT,!snT!n!clP!q!Ffc!dSrnT!MLlt!NM!d!sT!LBRM?","!""#$%&'()*+,-./:;<=>?@[\]^_`{|}~",HW!QcKlY!DFt!jmPNg!zBrs!vX!
39,remove all instances of the letter e from the string then replace all spaces with exclamation points in the string then make every other character in the string uppercase then remove every third character from the string,880bbfae2d455bdc9d793b68056bfc1f,h!Uik!Ron!OxjUPsoV!alAY!oG,124578AbdFBCEF,"oR!isU!dlO!st!Mt!CNstTR!dIIsiN!lt,SddOIumO!tpO!icIIdnTUtlAOrt!Olr!Aga!LiuA!U!NM!d!Inm!Nim,Qus!OsrU!xcIAtoNUlaMO!aBRi!NSiuTAlqUP!!AComOO!oNQut.Dus!UtiRR!oLR!n!PrnDItiNVouPAtvLT!s!IluMDooRU!uGAtnULapAIauR!EcPUrsIT!cCCa!CPiaTT!oNPriDT,sUT!n!Ula!UioFIca!SrnTMolI!aiMIdsTLaoRM?","""#%&()+,./;<>?[\^_{|~",oWQucKY!aF!jmPNgzBAsvX
40,remove all instances of the letter e from the string then replace all spaces with exclamation points in the string then make every other character in the string uppercase then add the word apples after every word in the string,cb1c7ba5c7c59abeb757d6f02ea40796,Th!qUiCk!bRoWn!fOx!jUmPs!oVr!a!lAzY!DoG! apples,0123456789AbCdFABCDEF apples,"LoRm!iPsUm!dOlOr!sIt!aMt,!CoNsCtTuR!AdIpIsCiNg!lIt,!Sd!dO!IuSmOd!tMpOr!iNcIdIdUnT!Ut!lAbOr!t!dOlOr!mAgNa!aLiQuA.!UT!NiM!Ad!mInIm!vNiAm,!QuIs!nOsTrUd!xRcItAtIoN!UlLaMcO!LaBoRiS!NiSi!uT!AlIqUiP!X!A!CoMmOdO!CoNsQuAt.!DuIs!aUt!iRuR!DoLoR!In!rPrHnDrIt!iN!VoLuPtAt!vLiT!Ss!cIlLuM!DoLoR!U!FuGiAt!nUlLa!pArIaTuR.!EXcPtUr!sInT!OcCaCaT!CuPiDaTaT!NoN!PrOiDnT,!sUnT!In!cUlPa!qUi!oFfIcIa!dSrUnT!MoLlIt!aNiM!Id!sT!LaBoRuM? apples","!""#$%&'()*+,-./:;<=>?@[\]^_`{|}~ apples",HoW!QuIcKlY!DaFt!jUmPiNg!zBrAs!vX! apples
41,"remove all instances of the letter e from the string then replace all spaces with exclamation points in the string then make every other character in the string uppercase then delete all excamation points, question marks, and periods from the string",f5d305636b227d46db8a72d0ceb054cd,ThqUiCkbRoWnfOxjUmPsoVralAzYDoG,0123456789AbCdFABCDEF,"LoRmiPsUmdOlOrsItaMt,CoNsCtTuRAdIpIsCiNglIt,SddOIuSmOdtMpOriNcIdIdUnTUtlAbOrtdOlOrmAgNaaLiQuAUTNiMAdmInImvNiAm,QuIsnOsTrUdxRcItAtIoNUlLaMcOLaBoRiSNiSiuTAlIqUiPXACoMmOdOCoNsQuAtDuIsaUtiRuRDoLoRInrPrHnDrItiNVoLuPtAtvLiTSscIlLuMDoLoRUFuGiAtnUlLapArIaTuREXcPtUrsInTOcCaCaTCuPiDaTaTNoNPrOiDnT,sUnTIncUlPaqUioFfIcIadSrUnTMoLlItaNiMIdsTLaBoRuM","""#$%&'()*+,-/:;<=>@[\]^_`{|}~",HoWQuIcKlYDaFtjUmPiNgzBrAsvX
42,"remove all instances of the letter e from the string then replace all spaces with exclamation points in the string then delete all excamation points, question marks, and periods from the string then remove the first and last two characters of the string",e8bd82b99629ca0eedbcad4d532dd7d5,quickbrownfoxjumpsovralazyd,23456789abcdfABCD,"rmipsumdolorsitamt,consctturadipiscinglit,sddoiusmodtmporincididuntutlabortdolormagnaaliquaUtnimadminimvniam,quisnostrudxrcitationullamcolaborisnisiutaliquipxacommodoconsquatDuisautirurdolorinrprhndritinvoluptatvlitsscillumdolorufugiatnullapariaturExcptursintoccacatcupidatatnonproidnt,suntinculpaquiofficiadsruntmollitanimidstlabor","$%&'()*+,-/:;<=>@[\]^_`{|",wquicklydaftjumpingzbras
43,"remove all instances of the letter e from the string then replace all spaces with exclamation points in the string then delete all excamation points, question marks, and periods from the string then remove every third character from the string",58df150e01332dda5aead33cb55ae38c,hqicbrwnoxumsoraazdo,124578abdfBCEF,"oripumolrstat,oncturdiisinli,sdousodmpriciidnttlbotdlomanaliuatnmamiimnim,uinotrdxciatonllmclaorsnsitaiqipacmmdoonqutDisutrudoornrrhdrtivoupatlissilumolruugatulaprituExptrsntcccacuidtanopridt,uninulaqiofiiasrntolitniidtlboum","#$&')*,-:;=>[\^_{|~",owuikldatjmpngbrsv
44,"remove all instances of the letter e from the string then replace all spaces with exclamation points in the string then delete all excamation points, question marks, and periods from the string then drop the last half of the string, as computed by characters",2bc27b8bfc90562c70eef85b155c7eb0,Thquickbrownfox,0123456789,"Lormipsumdolorsitamt,consctturadipiscinglit,sddoiusmodtmporincididuntutlabortdolormagnaaliquaUtnimadminimvniam,quisnostrudxrcitationullamcolaborisnisiutaliquipxacommodo","""#$%&'()*+,-/:",Howquicklydaft
45,"remove all instances of the letter e from the string then replace all spaces with exclamation points in the string then delete all excamation points, question marks, and periods from the string then add the word apples after every word in the string",776373930448d053ec1187b40b3e53ef,Thquickbrownfoxjumpsovralazydog apples,0123456789abcdfABCDEF apples,"Lormipsumdolorsitamt,consctturadipiscinglit,sddoiusmodtmporincididuntutlabortdolormagnaaliquaUtnimadminimvniam,quisnostrudxrcitationullamcolaborisnisiutaliquipxacommodoconsquatDuisautirurdolorinrprhndritinvoluptatvlitsscillumdolorufugiatnullapariaturExcptursintoccacatcupidatatnonproidnt,suntinculpaquiofficiadsruntmollitanimidstlaborum apples","""#$%&'()*+,-/:;<=>@[\]^_`{|}~ apples",Howquicklydaftjumpingzbrasvx apples
46,"remove all instances of the letter e from the string then replace all spaces with exclamation points in the string then delete all excamation points, question marks, and periods from the string then make every other character in the string uppercase",7bfaef302746648cc4814d28d71ed9a3,ThQuIcKbRoWnFoXjUmPsOvRaLaZyDoG,0123456789AbCdFABCDEF,"LoRmIpSuMdOlOrSiTaMt,cOnScTtUrAdIpIsCiNgLiT,SdDoIuSmOdTmPoRiNcIdIdUnTuTlAbOrTdOlOrMaGnAaLiQuAUTnImAdMiNiMvNiAm,qUiSnOsTrUdXrCiTaTiOnUlLaMcOlAbOrIsNiSiUtAlIqUiPxAcOmMoDoCoNsQuAtDuIsAuTiRuRdOlOrInRpRhNdRiTiNvOlUpTaTvLiTsScIlLuMdOlOrUfUgIaTnUlLaPaRiAtUrExCpTuRsInToCcAcAtCuPiDaTaTnOnPrOiDnT,SuNtInCuLpAqUiOfFiCiAdSrUnTmOlLiTaNiMiDsTlAbOrUm","""#$%&'()*+,-/:;<=>@[\]^_`{|}~",HoWqUiCkLyDaFtJuMpInGzBrAsVx
47,remove all instances of the letter e from the string then convert the string s to lowercase then remove the first and last two characters of the string then remove every third character from the string,17da62b7dd57acf0e4d39d3637340ee6,quckbrwnfo jmp or  lzydo,34679acdabd,"m psm olr itam, oncturadpicig it s d ismd mpr ncdiun u lbo tdoormanaalqu. t imadmiimvnam qisnotrd rctaio ulacolaors is u aiqipx  cmmdocosqat disau iurdoorinrphnri i vluta vitsscilu dlo ufuia nll pritu. xctu sntocact updaatno point sntincupaqu ofiiadsun mllt ni i s lbou",$%'(*+-.:;=>@[]^`{, qiclydat umin zra v
48,"remove all instances of the letter e from the string then convert the string s to lowercase then remove the first and last two characters of the string then drop the last half of the string, as computed by characters",59c66966d1d967f10759833ea2badc10, quick brown fox j,23456789,"rm ipsum dolor sit amt, conscttur adipiscing lit, sd do iusmod tmpor incididunt ut labor t dolor magna aliqua. ut nim ad minim vniam, quis nostrud xrcitation ullamco laboris nisi ut aliquip x a commodo ","#$%&'()*+,-./:",w quickly daft 
49,remove all instances of the letter e from the string then convert the string s to lowercase then remove the first and last two characters of the string then replace spaces with triple spaces,9e9bb18c64e4eef09678f20ed3a50ec0,   quick   brown   fox   jumps   ovr   a   lazy   do,23456789abcdfabcd,"rm   ipsum   dolor   sit   amt,   conscttur   adipiscing   lit,   sd   do   iusmod   tmpor   incididunt   ut   labor   t   dolor   magna   aliqua.   ut   nim   ad   minim   vniam,   quis   nostrud   xrcitation   ullamco   laboris   nisi   ut   aliquip   x   a   commodo   consquat.   duis   aut   irur   dolor   in   rprhndrit   in   voluptat   vlit   ss   cillum   dolor   u   fugiat   nulla   pariatur.   excptur   sint   occacat   cupidatat   non   proidnt,   sunt   in   culpa   qui   officia   dsrunt   mollit   anim   id   st   laboru","#$%&'()*+,-./:;<=>?@[\]^_`{|",w   quickly   daft   jumping   zbras   v
50,remove all instances of the letter e from the string then convert the string s to lowercase then remove the first and last two characters of the string then reverse the order of words in the string,588a0cdcbd83a464e238989fd4fa84b9,do lazy a ovr jumps fox brown quick,23456789abcdfabcd,"laboru st id anim mollit dsrunt officia qui culpa in sunt proidnt, non cupidatat occacat sint excptur pariatur. nulla fugiat u dolor cillum ss vlit voluptat in rprhndrit in dolor irur aut duis consquat. commodo a x aliquip ut nisi laboris ullamco xrcitation nostrud quis vniam, minim ad nim ut aliqua. magna dolor t labor ut incididunt tmpor iusmod do sd lit, adipiscing conscttur amt, sit dolor ipsum rm","#$%&'()*+,-./:;<=>?@[\]^_`{|",v zbras jumping daft quickly w
51,"remove all instances of the letter e from the string then convert the string s to lowercase then remove the first and last two characters of the string then drop the first half of the string, as computed by number of words",fec188e0dc17d03e8c3d358548d027d3,ovr a lazy do,23456789abcdfabcd,"commodo consquat. duis aut irur dolor in rprhndrit in voluptat vlit ss cillum dolor u fugiat nulla pariatur. excptur sint occacat cupidatat non proidnt, sunt in culpa qui officia dsrunt mollit anim id st laboru","#$%&'()*+,-./:;<=>?@[\]^_`{|",jumping zbras v
52,remove all instances of the letter e from the string then convert the string s to lowercase then remove the first and last two characters of the string then add the word apples after every word in the string,58811cc64872715815310e0301920238,quick apples brown apples fox apples jumps apples ovr apples a apples lazy apples do apples,23456789abcdfabcd apples,"rm apples ipsum apples dolor apples sit apples amt, apples conscttur apples adipiscing apples lit, apples sd apples do apples iusmod apples tmpor apples incididunt apples ut apples labor apples t apples dolor apples magna apples aliqua. apples ut apples nim apples ad apples minim apples vniam, apples quis apples nostrud apples xrcitation apples ullamco apples laboris apples nisi apples ut apples aliquip apples x apples a apples commodo apples consquat. apples duis apples aut apples irur apples dolor apples in apples rprhndrit apples in apples voluptat apples vlit apples ss apples cillum apples dolor apples u apples fugiat apples nulla apples pariatur. apples excptur apples sint apples occacat apples cupidatat apples non apples proidnt, apples sunt apples in apples culpa apples qui apples officia apples dsrunt apples mollit apples anim apples id apples st apples laboru apples","#$%&'()*+,-./:;<=>?@[\]^_`{| apples",w apples quickly apples daft apples jumping apples zbras apples v apples
53,remove all instances of the letter e from the string then convert the string s to lowercase then remove the first and last two characters of the string then make every other character in the string uppercase,d0b91226778046461d6d3358c419fd94, qUiCk bRoWn fOx jUmPs oVr a lAzY Do,23456789AbCdFaBcD,"Rm iPsUm dOlOr sIt aMt, CoNsCtTuR AdIpIsCiNg lIt, Sd dO IuSmOd tMpOr iNcIdIdUnT Ut lAbOr t dOlOr mAgNa aLiQuA. uT NiM Ad mInIm vNiAm, QuIs nOsTrUd xRcItAtIoN UlLaMcO LaBoRiS NiSi uT AlIqUiP X A CoMmOdO CoNsQuAt. DuIs aUt iRuR DoLoR In rPrHnDrIt iN VoLuPtAt vLiT Ss cIlLuM DoLoR U FuGiAt nUlLa pArIaTuR. eXcPtUr sInT OcCaCaT CuPiDaTaT NoN PrOiDnT, sUnT In cUlPa qUi oFfIcIa dSrUnT MoLlIt aNiM Id sT LaBoRu","#$%&'()*+,-./:;<=>?@[\]^_`{|",W QuIcKlY DaFt jUmPiNg zBrAs v
54,"remove all instances of the letter e from the string then convert the string s to lowercase then remove the first and last two characters of the string then delete all excamation points, question marks, and periods from the string",951f4af697128cfb33c89ec00db74920, quick brown fox jumps ovr a lazy do,23456789abcdfabcd,"rm ipsum dolor sit amt, conscttur adipiscing lit, sd do iusmod tmpor incididunt ut labor t dolor magna aliqua ut nim ad minim vniam, quis nostrud xrcitation ullamco laboris nisi ut aliquip x a commodo consquat duis aut irur dolor in rprhndrit in voluptat vlit ss cillum dolor u fugiat nulla pariatur excptur sint occacat cupidatat non proidnt, sunt in culpa qui officia dsrunt mollit anim id st laboru","#$%&'()*+,-/:;<=>@[\]^_`{|",w quickly daft jumping zbras v
55,remove all instances of the letter e from the string then convert the string s to lowercase then remove every third character from the string then remove the first and last two characters of the string,8b61a17bec414019cf71eb1eed365e43,uik ron oxjupsov alay ,4578abdfbc," isu dlo st mt cnsttr diisin lt,sddoiumo tpo iciidntutlaort olr aga liua u nm d inm nim,qus osru xciatonulamo abri nsiutalqup  acomoo onqut.dus utirr olr n prnditinvoupatvlt s ilumdooru ugatnulapaiaur ecpursit ccca cpiatt onpridt,sut n ula uiofica srntmoli aimidstlaor","%&()+,./;<>?[\^_{",qucky af jmpngzbas
56,remove all instances of the letter e from the string then convert the string s to lowercase then remove every third character from the string then removes all vowels from the string,3875cfc155a8609aad1e11f64b8a30de,h k rn xjpsv ly g,124578bdfbcf,"r s dl st mt cnsttr dsn lt,sddm tp cdnttlrt lr g l  nm d nm nm,qs sr xctnlm br nstlqp  cm nqt.ds trr lr n prndtnvptvlt s lmdr gtnlpr cprst ccc cptt nprdt,st n l fc srntml mdstlrm?","""#%&()+,./;<>?[\^_{|~",wqcky f jmpngzbsvx
57,"remove all instances of the letter e from the string then convert the string s to lowercase then remove every third character from the string then drop the last half of the string, as computed by characters",3b8dd1e19a1ca329c4fb79efbaf9305c,h uik ron oxj,124578a,"or isu dlo st mt cnsttr diisin lt,sddoiumo tpo iciidntutlaort olr aga liua u nm d inm nim,qus osru xciatonulamo abri nsiutalqup  acomoo ","""#%&()+,./",owqucky af 
58,remove all instances of the letter e from the string then convert the string s to lowercase then remove every third character from the string then replace spaces with triple spaces,8c4043f2b41224e0939b45eeb9837687,h   uik   ron   oxjupsov   alay   og,124578abdfbcef,"or   isu   dlo   st   mt   cnsttr   diisin   lt,sddoiumo   tpo   iciidntutlaort   olr   aga   liua   u   nm   d   inm   nim,qus   osru   xciatonulamo   abri   nsiutalqup      acomoo   onqut.dus   utirr   olr   n   prnditinvoupatvlt   s   ilumdooru   ugatnulapaiaur   ecpursit   ccca   cpiatt   onpridt,sut   n   ula   uiofica   srntmoli   aimidstlaorm?","""#%&()+,./;<>?[\^_{|~",owqucky   af   jmpngzbasvx
59,remove all instances of the letter e from the string then convert the string s to lowercase then remove every third character from the string then reverse the order of words in the string,979c01f29fac292d10292c0a908342bf,og alay oxjupsov ron uik h,124578abdfbcef,"aimidstlaorm? srntmoli uiofica ula n onpridt,sut cpiatt ccca ecpursit ugatnulapaiaur ilumdooru s prnditinvoupatvlt n olr utirr onqut.dus acomoo nsiutalqup abri xciatonulamo osru nim,qus inm d nm u liua aga olr iciidntutlaort tpo lt,sddoiumo diisin cnsttr mt st dlo isu or","""#%&()+,./;<>?[\^_{|~",jmpngzbasvx af owqucky
60,"remove all instances of the letter e from the string then convert the string s to lowercase then remove every third character from the string then drop the first half of the string, as computed by number of words",b158b45e9ad0ad81178f0ead7d66b868,oxjupsov alay og,124578abdfbcef,"abri nsiutalqup acomoo onqut.dus utirr olr n prnditinvoupatvlt s ilumdooru ugatnulapaiaur ecpursit ccca cpiatt onpridt,sut n ula uiofica srntmoli aimidstlaorm?","""#%&()+,./;<>?[\^_{|~",af jmpngzbasvx
61,remove all instances of the letter e from the string then convert the string s to lowercase then remove every third character from the string then add the word apples after every word in the string,35d7cd65c7bc9b727da8c7817b8c8f34,h apples uik apples ron apples oxjupsov apples alay apples og apples,124578abdfbcef apples,"or apples isu apples dlo apples st apples mt apples cnsttr apples diisin apples lt,sddoiumo apples tpo apples iciidntutlaort apples olr apples aga apples liua apples u apples nm apples d apples inm apples nim,qus apples osru apples xciatonulamo apples abri apples nsiutalqup apples acomoo apples onqut.dus apples utirr apples olr apples n apples prnditinvoupatvlt apples s apples ilumdooru apples ugatnulapaiaur apples ecpursit apples ccca apples cpiatt apples onpridt,sut apples n apples ula apples uiofica apples srntmoli apples aimidstlaorm? apples","""#%&()+,./;<>?[\^_{|~ apples",owqucky apples af apples jmpngzbasvx apples
62,remove all instances of the letter e from the string then convert the string s to lowercase then remove every third character from the string then make every other character in the string uppercase,3aee865b2e067c39a69be6256c77a409,H UiK RoN OxJuPsOv aLaY Og,124578AbDfBcEf,"Or iSu dLo sT Mt cNsTtR DiIsIn lT,SdDoIuMo tPo iCiIdNtUtLaOrT OlR AgA LiUa u nM D InM NiM,QuS OsRu xCiAtOnUlAmO AbRi nSiUtAlQuP  aCoMoO OnQuT.DuS UtIrR OlR N PrNdItInVoUpAtVlT S IlUmDoOrU UgAtNuLaPaIaUr eCpUrSiT CcCa cPiAtT OnPrIdT,SuT N UlA UiOfIcA SrNtMoLi aImIdStLaOrM?","""#%&()+,./;<>?[\^_{|~",OwQuCkY Af jMpNgZbAsVx
63,"remove all instances of the letter e from the string then convert the string s to lowercase then remove every third character from the string then delete all excamation points, question marks, and periods from the string",f46415eab2213d6864bf778aa332c654,h uik ron oxjupsov alay og,124578abdfbcef,"or isu dlo st mt cnsttr diisin lt,sddoiumo tpo iciidntutlaort olr aga liua u nm d inm nim,qus osru xciatonulamo abri nsiutalqup  acomoo onqutdus utirr olr n prnditinvoupatvlt s ilumdooru ugatnulapaiaur ecpursit ccca cpiatt onpridt,sut n ula uiofica srntmoli aimidstlaorm","""#%&()+,/;<>[\^_{|~",owqucky af jmpngzbasvx
64,"remove all instances of the letter e from the string then convert the string s to lowercase then drop the last half of the string, as computed by characters then remove the first and last two characters of the string",62156c7636b6bf7774616d514006eaeb, quick brown fox,234567,"rm ipsum dolor sit amt, conscttur adipiscing lit, sd do iusmod tmpor incididunt ut labor t dolor magna aliqua. ut nim ad minim vniam, quis nostrud xrcitation ullamco laboris nisi ut aliquip x a commod","#$%&'()*+,-.",w quickly daf
65,"remove all instances of the letter e from the string then convert the string s to lowercase then drop the last half of the string, as computed by characters then removes all vowels from the string",09929f349b7d08553ca84c3470e53615,th qck brwn fx j,0123456789,"lrm psm dlr st mt, cnscttr dpscng lt, sd d smd tmpr ncddnt t lbr t dlr mgn lq. t nm d mnm vnm, qs nstrd xrcttn llmc lbrs ns t lqp x  cmmd ","!""#$%&'()*+,-./:",hw qckly dft 
66,"remove all instances of the letter e from the string then convert the string s to lowercase then drop the last half of the string, as computed by characters then remove every third character from the string",ec0910060301d9dacd856c6d74655449,h uik ron oxj,124578,"or isu dlo st mt cnsttr diisin lt,sddoiumo tpo iciidntutlaort olr aga liua u nm d inm nim,qus osru xciatonulamo abri nsiutalqup  acomoo ","""#%&()+,./",owqucky af 
67,"remove all instances of the letter e from the string then convert the string s to lowercase then drop the last half of the string, as computed by characters then replace spaces with triple spaces",eb3b9d46f1b2b6ca0f30159592b0e6db,th   quick   brown   fox   j,0123456789,"lorm   ipsum   dolor   sit   amt,   conscttur   adipiscing   lit,   sd   do   iusmod   tmpor   incididunt   ut   labor   t   dolor   magna   aliqua.   ut   nim   ad   minim   vniam,   quis   nostrud   xrcitation   ullamco   laboris   nisi   ut   aliquip   x   a   commodo   ","!""#$%&'()*+,-./:",how   quickly   daft   
68,"remove all instances of the letter e from the string then convert the string s to lowercase then drop the last half of the string, as computed by characters then reverse the order of words in the string",f6584b4d6f1171a3488d0bea1631f9d5,j fox brown quick th,0123456789,"commodo a x aliquip ut nisi laboris ullamco xrcitation nostrud quis vniam, minim ad nim ut aliqua. magna dolor t labor ut incididunt tmpor iusmod do sd lit, adipiscing conscttur amt, sit dolor ipsum lorm","!""#$%&'()*+,-./:",daft quickly how
69,"remove all instances of the letter e from the string then convert the string s to lowercase then drop the last half of the string, as computed by characters then drop the first half of the string, as computed by number of words",824d33ad8bc92c607ce1a5fdd171cdff,brown fox j,0123456789,"magna aliqua. ut nim ad minim vniam, quis nostrud xrcitation ullamco laboris nisi ut aliquip x a commodo","!""#$%&'()*+,-./:",quickly daft
