id,description,md5,foxdog,hexdigits,lorem,punctuation,whitespace,zebra
44,remove all instances of the letter e from the string then replace spaces with triple spaces then replace all spaces with exclamation points in the string,0b80a18f4e5a9d6b3cf84a4972b3c277,Th!!!quick!!!brown!!!fox!!!jumps!!!ovr!!!a!!!lazy!!!dog!,0123456789abcdfABCDEF,"Lorm!!!ipsum!!!dolor!!!sit!!!amt,!!!conscttur!!!adipiscing!!!lit,!!!sd!!!do!!!iusmod!!!tmpor!!!incididunt!!!ut!!!labor!!!t!!!dolor!!!magna!!!aliqua.!!!Ut!!!nim!!!ad!!!minim!!!vniam,!!!quis!!!nostrud!!!xrcitation!!!ullamco!!!laboris!!!nisi!!!ut!!!aliquip!!!x!!!a!!!commodo!!!consquat.!!!Duis!!!aut!!!irur!!!dolor!!!in!!!rprhndrit!!!in!!!voluptat!!!vlit!!!ss!!!cillum!!!dolor!!!u!!!fugiat!!!nulla!!!pariatur.!!!Excptur!!!sint!!!occacat!!!cupidatat!!!non!!!proidnt,!!!sunt!!!in!!!culpa!!!qui!!!officia!!!dsrunt!!!mollit!!!anim!!!id!!!st!!!laborum?","!""#$%&'()*+,-./:;<=>?@[\]^_`{|}~","!!!	
",How!!!quickly!!!daft!!!jumping!!!zbras!!!vx!
45,remove all instances of the letter e from the string then replace spaces with triple spaces then remove the first and last two characters of the string,613ef1e24adac488670acaa494e72d62,   quick   brown   fox   jumps   ovr   a   lazy   do,23456789abcdfABCD,"rm   ipsum   dolor   sit   amt,   conscttur   adipiscing   lit,   sd   do   iusmod   tmpor   incididunt   ut   labor   t   dolor   magna   aliqua.   Ut   nim   ad   minim   vniam,   quis   nostrud   xrcitation   ullamco   laboris   nisi   ut   aliquip   x   a   commodo   consquat.   Duis   aut   irur   dolor   in   rprhndrit   in   voluptat   vlit   ss   cillum   dolor   u   fugiat   nulla   pariatur.   Excptur   sint   occacat   cupidatat   non   proidnt,   sunt   in   culpa   qui   officia   dsrunt   mollit   anim   id   st   laboru","#$%&'()*+,-./:;<=>?@[\]^_`{|"," 	
",w   quickly   daft   jumping   zbras   v
46,remove all instances of the letter e from the string then replace spaces with triple spaces then remove every third character from the string,60668c033e3d85c766c6861351d98e1b,h  qic  brwn  ox  ums  or  a  az  do!,124578abdfBCEF,"or  ipum  olr  st  at,  onctur  diisin  li,  s  do  usod  mpr  iciidnt  t  lbo  t  dlo  mana  liua  Ut  im  d  mni  vnam  qus  nstud  rctaio  ulamo  lbois  is  ut  liui  x  a  omod  cosqat  Dus  at  iur  olr  i  rphnri  in  olptt  vit  s  cllm  dlo  u  fgit  nll  paiaur  Exptr  snt  ccca  cuidta  no  pridt,  un  in  ula  qi  ofiia  srnt  olit  ni  id  t  lboum","""#%&()+,./;<>?[\^_{|~","  
",ow  uikl  dat  jmpng  brs  v!
47,"remove all instances of the letter e from the string then replace spaces with triple spaces then drop the last half of the string, as computed by characters",d74a1ce46358e3cdd73e15ca7baa6084,Th   quick   brown   fox   j,0123456789,"Lorm   ipsum   dolor   sit   amt,   conscttur   adipiscing   lit,   sd   do   iusmod   tmpor   incididunt   ut   labor   t   dolor   magna   aliqua.   Ut   nim   ad   minim   vniam,   quis   nostrud   xrcitation   ullamco   laboris   nisi   ut   aliquip   x   a   commodo ","!""#$%&'()*+,-./:",   	,How   quickly   daft  
48,remove all instances of the letter e from the string then replace spaces with triple spaces then make every other character in the string uppercase,26e4145e65bc1c6a105218c9b8d5f13c,Th   qUiCk   bRoWn   fOx   jUmPs   oVr   a   lAzY   DoG!,0123456789AbCdFABCDEF,"LoRm   iPsUm   dOlOr   sIt   aMt,   CoNsCtTuR   AdIpIsCiNg   lIt,   Sd   dO   IuSmOd   tMpOr   iNcIdIdUnT   Ut   lAbOr   t   dOlOr   mAgNa   aLiQuA.   UT   NiM   Ad   mInIm   vNiAm,   QuIs   nOsTrUd   xRcItAtIoN   UlLaMcO   LaBoRiS   NiSi   uT   AlIqUiP   X   A   CoMmOdO   CoNsQuAt.   DuIs   aUt   iRuR   DoLoR   In   rPrHnDrIt   iN   VoLuPtAt   vLiT   Ss   cIlLuM   DoLoR   U   FuGiAt   nUlLa   pArIaTuR.   EXcPtUr   sInT   OcCaCaT   CuPiDaTaT   NoN   PrOiDnT,   sUnT   In   cUlPa   qUi   oFfIcIa   dSrUnT   MoLlIt   aNiM   Id   sT   LaBoRuM?","!""#$%&'()*+,-./:;<=>?@[\]^_`{|}~","   	
",HoW   QuIcKlY   DaFt   jUmPiNg   zBrAs   vX!
49,"remove all instances of the letter e from the string then replace spaces with triple spaces then delete all excamation points, question marks, and periods from the string",916e041595d70f43bcb4686c3440e096,Th   quick   brown   fox   jumps   ovr   a   lazy   dog,0123456789abcdfABCDEF,"Lorm   ipsum   dolor   sit   amt,   conscttur   adipiscing   lit,   sd   do   iusmod   tmpor   incididunt   ut   labor   t   dolor   magna   aliqua   Ut   nim   ad   minim   vniam,   quis   nostrud   xrcitation   ullamco   laboris   nisi   ut   aliquip   x   a   commodo   consquat   Duis   aut   irur   dolor   in   rprhndrit   in   voluptat   vlit   ss   cillum   dolor   u   fugiat   nulla   pariatur   Excptur   sint   occacat   cupidatat   non   proidnt,   sunt   in   culpa   qui   officia   dsrunt   mollit   anim   id   st   laborum","""#$%&'()*+,-/:;<=>@[\]^_`{|}~","   	
",How   quickly   daft   jumping   zbras   vx
50,remove all instances of the letter e from the string then reverse the order of words in the string then replace all spaces with exclamation points in the string,1c89dd885325fb8ccfab09977dd43cec,dog!!lazy!a!ovr!jumps!fox!brown!quick!Th,0123456789abcdfABCDEF,"laborum?!st!id!anim!mollit!dsrunt!officia!qui!culpa!in!sunt!proidnt,!non!cupidatat!occacat!sint!Excptur!pariatur.!nulla!fugiat!u!dolor!cillum!ss!vlit!voluptat!in!rprhndrit!in!dolor!irur!aut!Duis!consquat.!commodo!a!x!aliquip!ut!nisi!laboris!ullamco!xrcitation!nostrud!quis!vniam,!minim!ad!nim!Ut!aliqua.!magna!dolor!t!labor!ut!incididunt!tmpor!iusmod!do!sd!lit,!adipiscing!conscttur!amt,!sit!dolor!ipsum!Lorm","!""#$%&'()*+,-./:;<=>?@[\]^_`{|}~",,vx!!zbras!jumping!daft!quickly!How
51,remove all instances of the letter e from the string then reverse the order of words in the string then remove the first and last two characters of the string,3505bebcb56f984b00182e6af8cfdaaf,g! lazy a ovr jumps fox brown quick ,23456789abcdfABCD,"borum? st id anim mollit dsrunt officia qui culpa in sunt proidnt, non cupidatat occacat sint Excptur pariatur. nulla fugiat u dolor cillum ss vlit voluptat in rprhndrit in dolor irur aut Duis consquat. commodo a x aliquip ut nisi laboris ullamco xrcitation nostrud quis vniam, minim ad nim Ut aliqua. magna dolor t labor ut incididunt tmpor iusmod do sd lit, adipiscing conscttur amt, sit dolor ipsum Lo","#$%&'()*+,-./:;<=>?@[\]^_`{|",,! zbras jumping daft quickly H
52,remove all instances of the letter e from the string then reverse the order of words in the string then remove every third character from the string,57cb69847a91a4e7d96480e624648a41,og lzya vrjupsfo bow qic T,124578abdfBCEF,"abru? t d ni mllt srntofica uicupainsut rodn, oncuidta ocaatsit xctu pritu. ula ugatu olr ilumssvlt olptt n prnditindoorirr utDus onqut.comoo  xalqup t is lboisulamo rctaio nstudqus nim,miimadni U aiqa.manadoort abr t ncdiun tpo ismd o d it aipscngcosctu at,si dlo isu Lrm","""#%&()+,./;<>?[\^_{|~",,x!zbasjupig af qiclyHo
53,"remove all instances of the letter e from the string then reverse the order of words in the string then drop the last half of the string, as computed by characters",4106be014b20af030daafc638996fae3,dog! lazy a ovr jump,0123456789,"laborum? st id anim mollit dsrunt officia qui culpa in sunt proidnt, non cupidatat occacat sint Excptur pariatur. nulla fugiat u dolor cillum ss vlit voluptat in rprhndrit in dolor irur aut Duis consquat.","!""#$%&'()*+,-./:",,vx! zbras jumping
54,remove all instances of the letter e from the string then reverse the order of words in the string then replace spaces with triple spaces,f64b8a4521c0ff12c51f4b253135cce1,dog!   lazy   a   ovr   jumps   fox   brown   quick   Th,0123456789abcdfABCDEF,"laborum?   st   id   anim   mollit   dsrunt   officia   qui   culpa   in   sunt   proidnt,   non   cupidatat   occacat   sint   Excptur   pariatur.   nulla   fugiat   u   dolor   cillum   ss   vlit   voluptat   in   rprhndrit   in   dolor   irur   aut   Duis   consquat.   commodo   a   x   aliquip   ut   nisi   laboris   ullamco   xrcitation   nostrud   quis   vniam,   minim   ad   nim   Ut   aliqua.   magna   dolor   t   labor   ut   incididunt   tmpor   iusmod   do   sd   lit,   adipiscing   conscttur   amt,   sit   dolor   ipsum   Lorm","!""#$%&'()*+,-./:;<=>?@[\]^_`{|}~",,vx!   zbras   jumping   daft   quickly   How
55,"remove all instances of the letter e from the string then reverse the order of words in the string then drop the first half of the string, as computed by number of words",409f8142cf93becaa4f03c0b60a25e01,jumps fox brown quick Th,0123456789abcdfABCDEF,"commodo a x aliquip ut nisi laboris ullamco xrcitation nostrud quis vniam, minim ad nim Ut aliqua. magna dolor t labor ut incididunt tmpor iusmod do sd lit, adipiscing conscttur amt, sit dolor ipsum Lorm","!""#$%&'()*+,-./:;<=>?@[\]^_`{|}~",,daft quickly How
56,remove all instances of the letter e from the string then reverse the order of words in the string then add the word apples after every word in the string,21c63181849fca38b5da8081ddb145e8,dog! apples lazy apples a apples ovr apples jumps apples fox apples brown apples quick apples Th apples,0123456789abcdfABCDEF apples,"laborum? apples st apples id apples anim apples mollit apples dsrunt apples officia apples qui apples culpa apples in apples sunt apples proidnt, apples non apples cupidatat apples occacat apples sint apples Excptur apples pariatur. apples nulla apples fugiat apples u apples dolor apples cillum apples ss apples vlit apples voluptat apples in apples rprhndrit apples in apples dolor apples irur apples aut apples Duis apples consquat. apples commodo apples a apples x apples aliquip apples ut apples nisi apples laboris apples ullamco apples xrcitation apples nostrud apples quis apples vniam, apples minim apples ad apples nim apples Ut apples aliqua. apples magna apples dolor apples t apples labor apples ut apples incididunt apples tmpor apples iusmod apples do apples sd apples lit, apples adipiscing apples conscttur apples amt, apples sit apples dolor apples ipsum apples Lorm apples","!""#$%&'()*+,-./:;<=>?@[\]^_`{|}~ apples",,vx! apples zbras apples jumping apples daft apples quickly apples How apples
57,remove all instances of the letter e from the string then reverse the order of words in the string then make every other character in the string uppercase,186cc19b356978fb2ef61841f61ce44a,DoG! lAzY A OvR JuMpS FoX BrOwN QuIcK Th,0123456789AbCdFABCDEF,"LaBoRuM? sT Id aNiM MoLlIt dSrUnT OfFiCiA QuI CuLpA In sUnT PrOiDnT, nOn cUpIdAtAt oCcAcAt sInT ExCpTuR PaRiAtUr. NuLlA FuGiAt u dOlOr cIlLuM Ss vLiT VoLuPtAt iN RpRhNdRiT In dOlOr iRuR AuT DuIs cOnSqUaT. cOmMoDo a x aLiQuIp uT NiSi lAbOrIs uLlAmCo xRcItAtIoN NoStRuD QuIs vNiAm, MiNiM Ad nIm UT AlIqUa. MaGnA DoLoR T LaBoR Ut iNcIdIdUnT TmPoR IuSmOd dO Sd lIt, AdIpIsCiNg cOnScTtUr aMt, SiT DoLoR IpSuM LoRm","!""#$%&'()*+,-./:;<=>?@[\]^_`{|}~",,Vx! ZbRaS JuMpInG DaFt qUiCkLy HOw
58,"remove all instances of the letter e from the string then reverse the order of words in the string then delete all excamation points, question marks, and periods from the string",e11256afa861d76e8f71c98b3f948b8e,dog lazy a ovr jumps fox brown quick Th,0123456789abcdfABCDEF,"laborum st id anim mollit dsrunt officia qui culpa in sunt proidnt, non cupidatat occacat sint Excptur pariatur nulla fugiat u dolor cillum ss vlit voluptat in rprhndrit in dolor irur aut Duis consquat commodo a x aliquip ut nisi laboris ullamco xrcitation nostrud quis vniam, minim ad nim Ut aliqua magna dolor t labor ut incididunt tmpor iusmod do sd lit, adipiscing conscttur amt, sit dolor ipsum Lorm","""#$%&'()*+,-/:;<=>@[\]^_`{|}~",,vx zbras jumping daft quickly How
59,"remove all instances of the letter e from the string then drop the first half of the string, as computed by number of words then replace all spaces with exclamation points in the string",081ce15a609959e7b92699b148c0d8b1,jumps!ovr!a!lazy!dog!,0123456789abcdfABCDEF,"commodo!consquat.!Duis!aut!irur!dolor!in!rprhndrit!in!voluptat!vlit!ss!cillum!dolor!u!fugiat!nulla!pariatur.!Excptur!sint!occacat!cupidatat!non!proidnt,!sunt!in!culpa!qui!officia!dsrunt!mollit!anim!id!st!laborum?","!""#$%&'()*+,-./:;<=>?@[\]^_`{|}~",,jumping!zbras!vx!
60,"remove all instances of the letter e from the string then drop the first half of the string, as computed by number of words then remove the first and last two characters of the string",2e9f3af0e1cd2dbeefe7b6b41a66c35f,mps ovr a lazy do,23456789abcdfABCD,"mmodo consquat. Duis aut irur dolor in rprhndrit in voluptat vlit ss cillum dolor u fugiat nulla pariatur. Excptur sint occacat cupidatat non proidnt, sunt in culpa qui officia dsrunt mollit anim id st laboru","#$%&'()*+,-./:;<=>?@[\]^_`{|",,mping zbras v
61,"remove all instances of the letter e from the string then drop the first half of the string, as computed by number of words then remove every third character from the string",9a3329dbd23dbab42ebef46278f69d6c,ums vra az dg!,124578abdfBCEF,"omod cnsua. ui at ru dlo i rrhdrt n olptt li s cllm olr  fgit ula aratr.Exptr in ocaatcuidta nn rodn, un i clp qi ffci drut olitanm d t abru?","""#%&()+,./;<>?[\^_{|~",,umin zra v!
62,"remove all instances of the letter e from the string then drop the first half of the string, as computed by number of words then drop the last half of the string, as computed by characters",118463bd67307d3b0a8f93badcf87d64,jumps ovr ,0123456789,commodo consquat. Duis aut irur dolor in rprhndrit in voluptat vlit ss cillum dolor u fugiat nulla pariatu,"!""#$%&'()*+,-./:",,jumping 
63,"remove all instances of the letter e from the string then drop the first half of the string, as computed by number of words then replace spaces with triple spaces",bf4aeab333c7b2adbbd17139e9ce7e7b,jumps   ovr   a   lazy   dog!,0123456789abcdfABCDEF,"commodo   consquat.   Duis   aut   irur   dolor   in   rprhndrit   in   voluptat   vlit   ss   cillum   dolor   u   fugiat   nulla   pariatur.   Excptur   sint   occacat   cupidatat   non   proidnt,   sunt   in   culpa   qui   officia   dsrunt   mollit   anim   id   st   laborum?","!""#$%&'()*+,-./:;<=>?@[\]^_`{|}~",,jumping   zbras   vx!
64,"remove all instances of the letter e from the string then drop the first half of the string, as computed by number of words then reverse the order of words in the string",4a5135530f8f587fd15df12af8f27164,dog! lazy a ovr jumps,0123456789abcdfABCDEF,"laborum? st id anim mollit dsrunt officia qui culpa in sunt proidnt, non cupidatat occacat sint Excptur pariatur. nulla fugiat u dolor cillum ss vlit voluptat in rprhndrit in dolor irur aut Duis consquat. commodo","!""#$%&'()*+,-./:;<=>?@[\]^_`{|}~",,vx! zbras jumping
65,"remove all instances of the letter e from the string then drop the first half of the string, as computed by number of words then add the word apples after every word in the string",7b1206c2b0c036d953afbd673f833dda,jumps apples ovr apples a apples lazy apples dog! apples,0123456789abcdfABCDEF apples,"commodo apples consquat. apples Duis apples aut apples irur apples dolor apples in apples rprhndrit apples in apples voluptat apples vlit apples ss apples cillum apples dolor apples u apples fugiat apples nulla apples pariatur. apples Excptur apples sint apples occacat apples cupidatat apples non apples proidnt, apples sunt apples in apples culpa apples qui apples officia apples dsrunt apples mollit apples anim apples id apples st apples laborum? apples","!""#$%&'()*+,-./:;<=>?@[\]^_`{|}~ apples",,jumping apples zbras apples vx! apples
66,"remove all instances of the letter e from the string then drop the first half of the string, as computed by number of words then make every other character in the string uppercase",64daf1c4c884177448e748961a7b71c0,JuMpS OvR A LaZy dOg!,0123456789AbCdFABCDEF,"CoMmOdO CoNsQuAt. DuIs aUt iRuR DoLoR In rPrHnDrIt iN VoLuPtAt vLiT Ss cIlLuM DoLoR U FuGiAt nUlLa pArIaTuR. EXcPtUr sInT OcCaCaT CuPiDaTaT NoN PrOiDnT, sUnT In cUlPa qUi oFfIcIa dSrUnT MoLlIt aNiM Id sT LaBoRuM?","!""#$%&'()*+,-./:;<=>?@[\]^_`{|}~",,JuMpInG ZbRaS Vx!
67,"remove all instances of the letter e from the string then drop the first half of the string, as computed by number of words then delete all excamation points, question marks, and periods from the string",7341cc2874429e793d045cea3163b5a8,jumps ovr a lazy dog,0123456789abcdfABCDEF,"commodo consquat Duis aut irur dolor in rprhndrit in voluptat vlit ss cillum dolor u fugiat nulla pariatur Excptur sint occacat cupidatat non proidnt, sunt in culpa qui officia dsrunt mollit anim id st laborum","""#$%&'()*+,-/:;<=>@[\]^_`{|}~",,jumping zbras vx
68,remove all instances of the letter e from the string then add the word apples after every word in the string then replace all spaces with exclamation points in the string,1ba7aacb4c8b2eeb668ba18c02b0697c,Th!apples!quick!apples!brown!apples!fox!apples!jumps!apples!ovr!apples!a!apples!lazy!apples!dog!!apples,0123456789abcdfABCDEF!apples,"Lorm!apples!ipsum!apples!dolor!apples!sit!apples!amt,!apples!conscttur!apples!adipiscing!apples!lit,!apples!sd!apples!do!apples!iusmod!apples!tmpor!apples!incididunt!apples!ut!apples!labor!apples!t!apples!dolor!apples!magna!apples!aliqua.!apples!Ut!apples!nim!apples!ad!apples!minim!apples!vniam,!apples!quis!apples!nostrud!apples!xrcitation!apples!ullamco!apples!laboris!apples!nisi!apples!ut!apples!aliquip!apples!x!apples!a!apples!commodo!apples!consquat.!apples!Duis!apples!aut!apples!irur!apples!dolor!apples!in!apples!rprhndrit!apples!in!apples!voluptat!apples!vlit!apples!ss!apples!cillum!apples!dolor!apples!u!apples!fugiat!apples!nulla!apples!pariatur.!apples!Excptur!apples!sint!apples!occacat!apples!cupidatat!apples!non!apples!proidnt,!apples!sunt!apples!in!apples!culpa!apples!qui!apples!officia!apples!dsrunt!apples!mollit!apples!anim!apples!id!apples!st!apples!laborum?!apples","!""#$%&'()*+,-./:;<=>?@[\]^_`{|}~!apples",,How!apples!quickly!apples!daft!apples!jumping!apples!zbras!apples!vx!!apples
